"283","2015-04-27 12:21:00","2015-04-27 14:00:00"
"276","2015-04-27 14:00:00","2015-04-28 08:00:00"
"278","2015-04-28 08:00:00","2015-04-30 08:00:00"
"281","2015-04-30 08:00:00","2015-04-30 12:00:00"
"289","2015-04-30 13:31:00","2015-04-30 15:00:00"
"250","2015-04-30 15:00:00","2015-05-04 10:00:00"
"287","2015-05-04 10:00:00","2015-05-04 11:30:00"
"279","2015-05-04 16:00:00","2015-05-06 10:00:00"
"265","2015-05-06 10:00:00","2015-05-06 15:00:00"
"291","2015-05-06 15:00:00","2015-05-07 08:00:00"
"249","2015-05-07 08:00:00","2015-05-11 12:00:00"
"296","2015-05-11 14:00:00","2015-05-12 10:00:00"
"290","2015-05-12 10:00:00","2015-05-13 10:00:00"
"267","2015-05-13 10:00:00","2015-05-13 15:00:00"
"293","2015-05-13 16:00:00","2015-05-15 08:00:00"
"299","2015-05-15 10:00:00","2015-05-15 15:00:00"
"272","2015-05-15 15:00:00","2015-05-18 09:00:00"
"300","2015-05-18 09:00:00","2015-05-18 14:00:00"
"297","2015-05-18 14:00:00","2015-05-19 08:00:00"
"284","2015-05-19 08:00:00","2015-05-20 10:00:00"
"303","2015-05-20 15:30:00","2015-05-21 08:00:00"
"302","2015-05-21 08:00:00","2015-05-22 14:00:00"
"262","2015-05-22 15:30:00","2015-05-26 09:00:00"
"304","2015-05-26 09:00:00","2015-05-26 16:00:00"
"268","2015-05-26 16:00:00","2015-05-27 13:00:00"
"305","2015-05-28 10:00:00","2015-05-28 13:00:00"
"309","2015-05-28 13:00:00","2015-05-28 16:00:00"
"310","2015-05-29 08:00:00","2015-05-29 10:00:00"
"288","2015-05-29 12:00:00","2015-06-01 10:00:00"
"314","2015-06-01 10:00:00","2015-06-01 12:00:00"
"313","2015-06-01 12:00:00","2015-06-02 09:00:00"
"315","2015-06-02 10:00:00","2015-06-02 13:00:00"
"316","2015-06-02 14:00:00","2015-06-02 15:00:00"
"270","2015-06-02 16:00:00","2015-06-03 13:00:00"
"317","2015-06-03 15:00:00","2015-06-05 14:00:00"
"292","2015-06-05 14:00:00","2015-06-08 10:00:00"
"320","2015-06-08 10:00:00","2015-06-08 11:30:00"
"321","2015-06-08 11:30:00","2015-06-08 16:00:00"
"322","2015-06-09 12:00:00","2015-06-09 16:00:00"
"323","2015-06-09 16:00:00","2015-06-10 10:00:00"
"306","2015-06-10 10:00:00","2015-06-11 14:00:00"
"307","2015-06-11 14:00:00","2015-06-12 14:00:00"
"308","2015-06-12 14:00:00","2015-06-15 09:00:00"
"325","2015-06-15 09:00:00","2015-06-15 11:00:00"
"326","2015-06-15 11:00:00","2015-06-15 16:00:00"
"329","2015-06-17 08:00:00","2015-06-17 12:00:00"
"327","2015-06-17 13:00:00","2015-06-18 14:00:00"
"332","2015-06-18 14:00:00","2015-06-19 08:00:00"
"319","2015-06-19 08:00:00","2015-06-19 14:00:00"
"334","2015-06-19 14:00:00","2015-06-22 10:00:00"
"331","2015-06-22 10:00:00","2015-06-23 14:00:00"
"330","2015-06-24 11:45:00","2015-06-24 15:00:00"
"298","2015-06-24 15:00:00","2015-06-26 15:00:00"
"336","2015-06-26 15:00:00","2015-06-26 20:00:00"
"338","2015-06-26 20:00:00","2015-06-29 09:00:00"
"335","2015-06-29 09:00:00","2015-06-30 09:00:00"
"328","2015-06-30 09:00:00","2015-07-02 09:15:00"
"342","2015-07-02 10:00:00","2015-07-02 16:00:00"
"340","2015-07-02 16:00:00","2015-07-03 08:00:00"
"286","2015-07-03 09:00:00","2015-07-06 09:00:00"
"339","2015-07-06 09:00:00","2015-07-06 13:00:00"
"344","2015-07-07 08:00:00","2015-07-08 09:00:00"
"345","2015-07-08 09:00:00","2015-07-08 10:00:00"
"346","2015-07-08 11:00:00","2015-07-08 15:00:00"
"349","2015-07-09 14:00:00","2015-07-09 16:00:00"
"350","2015-07-09 16:00:00","2015-07-10 08:00:00"
"351","2015-07-10 10:00:00","2015-07-10 11:00:00"
"347","2015-07-10 13:00:00","2015-07-13 09:00:00"
"354","2015-07-13 09:00:00","2015-07-13 09:45:00"
"355","2015-07-13 16:00:00","2015-07-14 08:00:00"
"356","2015-07-14 09:30:00","2015-07-14 14:00:00"
"359","2015-07-14 14:00:00","2015-07-15 09:00:00"
"362","2015-07-15 13:00:00","2015-07-16 09:00:00"
"353","2015-07-17 09:00:00","2015-07-20 09:00:00"
"358","2015-07-20 09:30:00","2015-07-20 12:00:00"
"360","2015-07-20 12:00:00","2015-07-21 09:00:00"
"365","2015-07-21 09:00:00","2015-07-22 14:00:00"
"343","2015-07-22 14:00:00","2015-07-24 14:00:00"
"366","2015-07-24 14:00:00","2015-07-27 08:00:00"
"361","2015-07-27 09:00:00","2015-07-31 09:00:00"
"333","2015-07-31 09:00:00","2015-08-08 16:00:00"
"376","2015-08-10 14:00:00","2015-08-11 14:00:00"
"370","2015-08-11 14:00:00","2015-08-12 08:00:00"
"374","2015-08-12 08:00:00","2015-08-12 11:00:00"
"378","2015-08-12 11:00:00","2015-08-12 13:00:00"
"379","2015-08-12 13:00:00","2015-08-13 10:00:00"
"375","2015-08-13 10:00:00","2015-08-13 16:00:00"
"377","2015-08-14 09:00:00","2015-08-17 09:00:00"
"381","2015-08-18 15:00:00","2015-08-19 09:00:00"
"384","2015-08-19 09:00:00","2015-08-19 12:00:00"
"386","2015-08-21 12:00:00","2015-08-21 14:00:00"
"372","2015-08-24 10:00:00","2015-08-25 10:00:00"
"383","2015-08-25 15:30:00","2015-08-26 14:30:00"
"393","2015-08-26 15:31:00","2015-08-27 09:55:00"
"388","2015-08-27 10:00:00","2015-08-27 16:00:00"
"394","2015-08-28 08:00:00","2015-08-28 12:00:00"
"390","2015-08-28 12:00:00","2015-08-28 13:00:00"
"373","2015-08-28 13:00:00","2015-08-31 09:00:00"
"389","2015-08-31 09:30:00","2015-08-31 12:00:00"
"380","2015-08-31 13:00:00","2015-08-31 16:00:00"
"392","2015-08-31 16:00:00","2015-09-01 16:00:00"
"398","2015-09-01 16:00:00","2015-09-01 16:30:00"
"395","2015-09-01 16:30:00","2015-09-02 16:30:00"
"396","2015-09-03 10:30:00","2015-09-03 14:45:00"
"397","2015-09-03 17:00:00","2015-09-04 16:00:00"
"387","2015-09-04 16:00:00","2015-09-07 12:00:00"
"369","2015-09-07 16:00:00","2015-09-08 18:00:00"
"407","2015-09-08 18:00:00","2015-09-09 10:00:00"
"399","2015-09-10 10:00:00","2015-09-11 10:00:00"
"404","2015-09-11 10:00:00","2015-09-11 18:00:00"
"409","2015-09-11 18:00:00","2015-09-14 10:00:00"
"401","2015-09-14 10:00:00","2015-09-15 10:00:00"
"402","2015-09-15 10:00:00","2015-09-16 10:00:00"
"403","2015-09-16 10:00:00","2015-09-17 10:00:00"
"382","2015-09-18 09:30:00","2015-09-21 10:30:00"
"400","2015-09-21 12:00:00","2015-09-21 16:00:00"
"414","2015-09-21 16:00:00","2015-09-23 10:00:00"
"405","2015-09-23 10:00:00","2015-09-24 10:00:00"
"417","2015-09-24 10:00:00","2015-09-24 17:00:00"
"416","2015-09-25 12:00:00","2015-09-25 17:30:00"
"413","2015-09-25 17:30:00","2015-09-28 15:00:00"
"419","2015-09-28 15:00:00","2015-09-28 16:00:00"
"367","2015-09-28 16:00:00","2015-10-01 09:00:00"
"418","2015-10-01 11:00:00","2015-10-02 11:00:00"
"412","2015-10-02 12:00:00","2015-10-02 16:00:00"
"423","2015-10-05 12:15:00","2015-10-05 15:00:00"
"420","2015-10-05 15:00:00","2015-10-05 17:00:00"
"424","2015-10-06 10:00:00","2015-10-07 13:00:00"
"421","2015-10-07 13:00:00","2015-10-07 15:00:00"
"425","2015-10-08 11:00:00","2015-10-08 17:00:00"
"427","2015-10-09 10:00:00","2015-10-09 13:00:00"
"428","2015-10-12 10:00:00","2015-10-12 14:00:00"
"431","2015-10-15 17:30:00","2015-10-16 10:00:00"
"432","2015-10-16 10:00:00","2015-10-16 17:00:00"
"435","2015-10-16 17:00:00","2015-10-16 17:45:00"
"436","2015-10-16 17:45:00","2015-10-19 10:00:00"
"433","2015-10-20 10:00:00","2015-10-21 17:00:00"
"434","2015-10-21 17:00:00","2015-10-21 18:00:00"
"438","2015-10-22 10:00:00","2015-10-23 18:00:00"
"443","2015-10-28 15:00:00","2015-10-28 17:00:00"
"445","2015-10-28 17:09:00","2015-10-29 17:09:00"
"446","2015-10-29 17:10:00","2015-10-30 17:00:00"
"442","2015-10-30 17:00:00","2015-11-02 17:00:00"
"447","2015-11-03 10:00:00","2015-11-04 17:47:00"
"449","2015-11-04 18:00:00","2015-11-05 15:00:00"
"444","2015-11-05 15:00:00","2015-11-06 15:00:00"
"450","2015-11-06 15:00:00","2015-11-06 17:00:00"
"440","2015-11-06 17:00:00","2015-11-09 15:00:00"
"455","2015-11-09 15:00:00","2015-11-11 17:00:00"
"460","2015-11-11 18:30:00","2015-11-12 15:00:00"
"459","2015-11-12 15:00:00","2015-11-13 19:00:00"
"456","2015-11-13 19:00:00","2015-11-16 19:00:00"
"458","2015-11-16 19:00:00","2015-11-17 17:00:00"
"457","2015-11-17 17:00:00","2015-11-19 15:00:00"
"448","2015-11-19 15:30:00","2015-11-26 15:00:00"
"465","2015-11-26 15:00:00","2015-11-26 17:00:00"
"464","2015-11-27 15:00:00","2015-11-27 17:00:00"
"441","2015-11-27 17:00:00","2015-11-30 17:00:00"
"463","2015-12-01 15:00:00","2015-12-01 19:00:00"
"461","2015-12-02 17:00:00","2015-12-04 15:00:00"
"466","2015-12-04 15:00:00","2015-12-04 19:00:00"
"451","2015-12-05 14:00:00","2015-12-07 15:00:00"
"467","2015-12-10 20:00:00","2015-12-11 19:00:00"
"468","2015-12-12 15:00:00","2015-12-14 15:00:00"
"472","2015-12-15 12:00:00","2015-12-15 15:00:00"
"470","2015-12-16 15:00:00","2015-12-16 19:00:00"
"473","2015-12-17 16:00:00","2015-12-18 17:00:00"
"475","2015-12-19 15:00:00","2015-12-19 17:00:00"
