"689","2016-10-06 11:00:00","2016-10-06 13:00:00"
"690","2016-10-10 15:00:00","2016-10-11 08:00:00"
"691","2016-10-11 14:00:00","2016-10-11 16:00:00"
"692","2016-10-17 08:00:00","2016-10-18 08:00:00"
"695","2016-10-28 07:30:00","2016-10-28 15:30:00"
"696","2016-10-27 08:00:00","2016-10-28 07:30:00"
"697","2016-10-25 09:00:00","2016-10-25 16:00:00"
"698","2016-11-02 11:00:00","2016-11-04 11:00:00"
"699","2016-11-05 14:00:00","2016-11-05 17:00:00"
"700","2016-11-05 10:00:00","2016-11-05 12:00:00"
"701","2016-11-08 15:45:00","2016-11-08 17:00:00"
"702","2016-11-10 13:30:00","2016-11-10 15:00:00"
"703","2016-12-01 10:00:00","2016-12-02 17:00:00"
"705","2016-11-07 10:00:00","2016-11-07 15:00:00"
"706","2016-11-09 12:00:00","2016-11-09 14:00:00"
"707","2016-11-09 14:00:00","2016-11-09 17:00:00"
"709","2016-11-12 10:00:00","2016-11-13 10:00:00"
"710","2016-11-17 10:00:00","2016-11-17 13:00:00"
"711","2016-11-25 13:00:00","2016-11-25 17:00:00"
"713","2016-11-15 10:00:00","2016-11-15 12:00:00"
"714","2016-11-26 12:00:00","2016-11-27 11:00:00"
"715","2016-11-22 15:30:00","2016-11-23 15:30:00"
"716","2016-11-17 13:00:00","2016-11-21 12:00:00"
"717","2016-11-24 16:00:00","2016-11-24 17:00:00"
"718","2016-11-25 17:00:00","2016-11-26 12:00:00"
"722","2016-11-21 13:00:00","2016-11-22 15:00:00"
"723","2016-11-23 16:00:00","2016-11-24 15:00:00"
"724","2016-11-24 17:00:00","2016-11-25 10:00:00"
"725","2016-11-28 10:00:00","2016-11-28 14:00:00"
"726","2016-12-23 10:00:00","2016-12-23 13:00:00"
"727","2016-12-02 17:00:00","2016-12-03 17:00:00"
"728","2016-11-29 10:00:00","2016-12-01 10:00:00"
"729","2016-12-12 15:00:00","2016-12-12 17:00:00"
"730","2016-12-03 17:00:00","2016-12-05 10:00:00"
"733","2016-12-06 11:00:00","2016-12-06 15:00:00"
"743","2016-12-08 17:00:00","2016-12-09 15:00:00"
"753","2016-12-16 10:00:00","2016-12-16 11:15:00"
"763","2016-12-13 15:00:00","2016-12-13 17:00:00"
"773","2016-12-19 12:00:00","2016-12-19 14:00:00"
"783","2016-12-22 12:00:00","2016-12-23 10:00:00"
"793","2016-12-23 13:00:00","2016-12-23 17:00:00"
"803","2016-12-27 10:00:00","2016-12-27 14:30:00"
